0.002143048,42888913.97
0.003482454,52475847.68
0.004553978,61053630.47
0.005357621,81741224.26
0.006697027,93346459.81
0.00750067,102428818.1
0.008036432,109997449.9
0.009107956,128666741.9
0.009643718,136235373.8
0.010715242,147840609.3
0.012054648,160959571.2
0.012858291,184674617.8
0.013661934,196784428.8
0.015001339,209903390.7
0.016072864,221004050.8
0.016608626,244719097.3
0.017948031,257333483.8
0.019019555,270957021.2
0.019555317,281553105.8
0.020626842,301231548.7
0.021698366,311827633.3
0.022502009,323937444.3
0.023841414,335038104.4
